image,images,website,title,location,description,rating,phone
https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyp37nowPL3Wsoxu6VoYLXqnQpH9e8QuWUCDaQ9-OyUh1laVHwecpnnJ6KuXu5gskCYfSGnQ8VQlPJDrPI8ni1kVX0M7mvSzmGo8SADLcsbqPXlUqGVBQAaKhYm1-AWZ-02cgcJcQ,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyp37nowPL3Wsoxu6VoYLXqnQpH9e8QuWUCDaQ9-OyUh1laVHwecpnnJ6KuXu5gskCYfSGnQ8VQlPJDrPI8ni1kVX0M7mvSzmGo8SADLcsbqPXlUqGVBQAaKhYm1-AWZ-02cgcJcQ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyoZNMEs6n10aO7X9b4NyZux4GFG1r6jEx1SX48VR4kSbGEyvfG9GlLumf4ZZSQlIQTwCFt379OBhdlY0SRs-ssicfxlNTrl3-bX88aQU8w_doQfleTJsNJRJfreV0PW2WWink,N/A,royal beauty center spa,"Angle, rue ahmed chawki et mellilia Magasin n°, Kénitra",N/A,"4,6",0667-657514
N/A,,http://www.mwellnesscenters.com/,m Wellness Centers - Kénitra,"Quartier de la Gare, 33 Rue Idriss Al Akbar, Kénitra 14000",N/A,N/A,05373-07520
https://lh3.googleusercontent.com/p/AF1QipO-e_QktDNIftIV6bShpG6XtM_n3HdNtnjHrfY,https://lh3.googleusercontent.com/p/AF1QipO-e_QktDNIftIV6bShpG6XtM_n3HdNtnjHrfY|https://lh3.googleusercontent.com/p/AF1QipPT-ROoSnDSPA8boHyxW9GDvhTwzHKTKBpr8SU|https://lh3.googleusercontent.com/p/AF1QipNkk8tWayzVbIwHMqmRB3irpy3OQQLVzckXIUw|https://lh3.googleusercontent.com/p/AF1QipN0eM2yo28tjVHMvT6Al9wLsgMYeOBMCRTPAao|https://lh3.googleusercontent.com/p/AF1QipPZjHOCemVxLZpIin2e59rXyqgZKHPOvcxuvgg|https://lh3.googleusercontent.com/p/AF1QipMraleal8w1SCAHIjSjzSoQedGWfYtDeKSfDbs|https://lh3.googleusercontent.com/p/AF1QipMNdPWDLbIWT08viipTg30VEeZHz-4iFPDFCQ0|https://lh3.googleusercontent.com/p/AF1QipPjtn-azy3tr0-mytZMUWqBni8la9x1vjZhKcM|https://lh3.googleusercontent.com/p/AF1QipMpnU-1rJg5qoFyx0I35O5ezGKBy4C1wLjtO4M|https://lh3.googleusercontent.com/p/AF1QipNFVCts2D4LuvD6rFsiJX-BO7On1OcMOO3Nqgo|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwbxIY94aWYV07S-TQa6d-AXUZPs2lQAszC3SNU5f5-Ps7l4rfi4DiXAhiaM-n0HiAZ-mLr5c4H7ti607Hj6hRBvtb-0UuDAH7mspf8c_P64GYBnteperdwvGDiEc4GxxYZyXg|https://lh3.googleusercontent.com/p/AF1QipMDAxKO99tUoNbwq09x-pAhAUmr_J8Z-_Ae1Jg|https://lh3.googleusercontent.com/p/AF1QipOa-ti2_EJzSzzL9C3CI8-AM8Xwoyklp_cejAA|https://lh3.googleusercontent.com/p/AF1QipNcSzoSVmbDgawKy8PoroYy9cdiaAqb5yw_Cmo|https://lh3.googleusercontent.com/p/AF1QipNkyzvWUgoqOY_UNW_oDfOaNofRVjLTKeNFXB4|https://lh3.googleusercontent.com/p/AF1QipO9m0MUkZWHwlucbBhgnQMR1xXwp1Sf8GBxni0|https://lh3.googleusercontent.com/p/AF1QipMOO74uuWnGGyNPqamzkCzrhCmgaisWSIpLwlI|https://lh3.googleusercontent.com/p/AF1QipNWzPEbPHaNZWeqRkS40OmivEfkPUquNOGkg_4|https://lh3.googleusercontent.com/p/AF1QipOBJGIwIYJeTcOLIZg_5VwdLJl0u08EGJ38Gbs,N/A,Wellness Dream Center,"14000, Kénitra",S'identifie comme géré par une femme,"4,8",05373-73355
https://lh3.googleusercontent.com/p/AF1QipMkyHkBvuJd4H4B_RrghWosG0_zOvHf24XLLCsH,https://lh3.googleusercontent.com/p/AF1QipMkyHkBvuJd4H4B_RrghWosG0_zOvHf24XLLCsH|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzDh8FlA99n-m0qZAa8nGbQhIIvTdp2_h12fqiQaqh2RVKdsggEKPc3sl1AS8yGOB-qvdSVuW6du4vbFy2GAAxwC6AZPd7KpNCJJdfOCDY3WMO1web980fHbwbyLK2IP5vYgptmoQ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzJCF15xmzoPWk-m1uuQOHsbGLFXrsr4Zz2_NdUyXXNjn2LE0LdrswnQyDeDeis0PeH9TRiHaAtUa_gv4w0R_L0OIPmCPF4HK1TcTf2yk8sW2Wkl0AlQyDS50YGwjptLMvQxS8c|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxlFp5EfUM9nG0RSkY8r49hBReD9OGF5rYYQgB9gdpq3mDdYhCcvB6OQVnDD1x5JMREyQew9v5n5vvbaodZV6oM1yuF1KQO60-uifl2T_1Fa7gtjjO-Gl0zmE9GAmTpdDp5Bcen|https://lh3.googleusercontent.com/p/AF1QipOxnQyNtaFOY9P5neuINosT2eJIkTA253YhNL_w|https://lh3.googleusercontent.com/p/AF1QipPnicVOaujqLOS7A_kM2zoWWTVNo9fzZQF7LT6g|https://lh3.googleusercontent.com/p/AF1QipNL83fNgWih6dm-4kxyl9C1bEYQNQb8RH8WSZo2|https://lh3.googleusercontent.com/p/AF1QipNNFkA5nK5sY6HKkYbuM84uUr65jb98eV_WfHd2,N/A,Lamsa Lounge Hammam-Spa-Salon Réservé aux Femmes,"4 Rue Ibn Tammam, Kénitra 14000",S'identifie comme géré par une femme,"4,6",05373-95239
https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwNGLaxEnEs0v99tsCvLrdchcZ8C_cSgtXF7m7XcdLoFLGRkYBOm50L-M3bIrarOAwHBAWs68A7Whma4vGFkqoEFhVK4_OxE7b_oZcY8e4cHrGz85JlkKt3gkBAkzbcjFiZCI91,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwNGLaxEnEs0v99tsCvLrdchcZ8C_cSgtXF7m7XcdLoFLGRkYBOm50L-M3bIrarOAwHBAWs68A7Whma4vGFkqoEFhVK4_OxE7b_oZcY8e4cHrGz85JlkKt3gkBAkzbcjFiZCI91|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwwsm775OFl6JeYlM5uj10Jr15GuyX9X6-BepnyMsk4JkXv5XifSbqKJVfcNM0crfjxwfMoKUph7l2f_YkkdINKxoS8jncGHX0T2rnZF0F7ioSd1EIWXY1fLM9X3NRAu1uIhHni|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwalb5__rABTckutr_9Tctu2VE8Qkytz6nOZelg4d3DpcMyOAvLrsxNHhyZ-DoaMkPYACVsukQgb9GXOlrYCgGR-AjQOyCGoPm_4k0FHFh-KZ1IOgK2rLb6OT8j2DZy6BF49Hl0|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzCT4ySZePbJcU9Kanz6AluvmvgPMZoIfglUmeFH5qtj1Cn1o8WnVghD0rLAYjZ9xfHbJgZIy-fh00BtLKCDqzp0FX-mme27dJRt-ay2G8ZjYIBQZQh5vUFIbQtipyEbMj-PaMH|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzBdKhxyvM5oNa29pU1Gj9NavDEr1Wxos6kmrkwKAbI6t1dTv1Yh9GLHpmZfyhXibQs3Fd0YCYK-zrt-jQVORkMt8oOUwpFzBylIS3tYcHXrmYRzcps3x2rckBYe4irD97IiwuLJA|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxPeggSRA4mlWY6ee-FhTVQ4l9HDCGSQIY51yGSeeuOnCEo6T7WuMFVH0n9FJTAsTofkBbPGzFad-8b-bnnEh-O3faGqUMB70ALJVSIbzlV9U82OgVP837jAyCfyLyeysAb1Iqh|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyfSJYTx-wsKy8P7lSbsqC83Jhcc7iL_qVUZw36wCkExyhWNm9aTkEX5SLFV4wD9uy1SLngBzWkkAmm37cXlKV0_a_onAoMeZsAfGHB8lMa8MsaWU9UNyz3knn_fvRfJLQ0v4RR|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwZf8LD6n2o0iRGxbDPAqnkuMmnvr1L-8MW4DwEkp8BP5OYlodaALJUdS7sR9a8XM1-Z_20RO3VW60VvVvR19M8Pz4WeeO7gxNeM7_pnh3FIxkQG8AOKhMuvNP72NBs82DEaYpiPg|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwJkQHQzC3UgbQPKP_-5iVyQmB15-yvWM-cC_zQ1A89MX14in3UeN3rtexkSHB1JGQB49aWckLsvQRWV9xWM5fifo6z7TekWQDt3ltisPq3WjzpFGyRK2aZuAaCnv3S2-MGzdNz|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyMgFNjDbhVfJtoS8BaZIvRGOO7mckDKGKdYVk3ORH768zSDZKsXkYk86z0ozL4GBQcy1y4ZZ8wRMTbhmXPKHzS_Cxpup7ase2xqg-OnS2nVVYNJEwJxo9NcslS2tdSfjHWeOzhPw|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw1NMaaKGtEFyGY55jbNYdPodHo_xFFWqOKQl-OiwMeR232qViQm-rH_WnPGgeuMYUfBQnyR9WrVsm782qjqCyXibIV9xyLFI2ZAhIWpLhhR_fY-Uh4PZ_BlNi953hUOOKT9KA_|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwxReUZLKcq9iViqmsBWfDqEGlGTCZqEphzLFE_ym7Rvz1VrF5ec9yF3msuTa4bpVAzeiq221RnAT_AVc_7c2ulRcbQrC0IadmgrsoJ9-E41Ls62G6SggbzIyFv-N7jg77WETXN,N/A,skin deep,"7C35+985, Kénitra",N/A,"4,6",05373-27599
N/A,,N/A,Lotus Beauty Center : Coiffure & Esthétique,"Résidence Khadija Oum mominin, 23 Av. Chakib Arsalane, Kénitra 14000",S'identifie comme géré par une femme,N/A,0639-075645
https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxnsKqC480mz00q7Zlu3dCymWd_S5QS3De0ZV4iLpBerXYfY4zp2Db0JAAB5Vr62hZJGP4NxjGJW6pwUH5hgDULnrdxkDvz-y0DHZ45PNMm_9dcZ5N4Shgke_RFk8rD8DsszWfWfA,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxnsKqC480mz00q7Zlu3dCymWd_S5QS3De0ZV4iLpBerXYfY4zp2Db0JAAB5Vr62hZJGP4NxjGJW6pwUH5hgDULnrdxkDvz-y0DHZ45PNMm_9dcZ5N4Shgke_RFk8rD8DsszWfWfA|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwUjTwOutpDGemFj7_OHCzyLByIRcwmmn2AKKnh7_Oto21sXYVnwWCTr2Hy8XUKI02UoLazZ8BimUQcnsNILcgT8geB6YkCY4feIJ-lnOVFzNAO3A14x0qfLRw6Hoyt1mEY974|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzpgV4-o5UEXjHR8Diwzw4K9f59YkXU103p1FnfeszLLXo0aRaeu9GTvgSvv2TaGRDs40w8eJdqvw-YO5F1NMnj47PFRaoMMjsbgpQolpdd5BsFsR8VoNrunXKOW_4dldSstGM|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwcVX74MI7NVf1_JcigUebyNQmDbL9wullMzLDaobxT6V7FaC3GV3eOuMsU4r6x4Z6Vyd6-72Uk-o9ip8EoJzM4EXqU4ixMMLJZE0wufBAgLNwQXR3XuNoHnkfdxtOCJJoqqNPTiQ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw1pLcSjUuYhlZil-Yo5LLgpRf6pl8vXHTdirP499JtRYJWwWH6WFWYSW2cSpfERQO88wgbakodm3FRgKEOH7YZrfvZ5Fc3NEMNpVQTE6HqdTFboCVoUobywOBes-g7ix4OjKSvSg,http://www.instagram.com/hermosaspa.ma,Hermosa Spa Kénitra,"N° 03, Lot Haddada Imm 2143, Kénitra 14000",N/A,"3,9",0615-404869
https://lh3.googleusercontent.com/p/AF1QipOs7d6neUs3J3ionJP3hxyBht0cS73GuSqW9WHs,https://lh3.googleusercontent.com/p/AF1QipOs7d6neUs3J3ionJP3hxyBht0cS73GuSqW9WHs|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzrd_Ph7nDUUZEDB3e1Ir7SnUApWp4_7FjrAMz9XMBbQquftuD1V3PMsNH39se_YKnbwesFlQ3LiQ0v-UwCRjXR0wJg49585BopWA4UA0eplv-XWWYL6jDnl_xzSce8XVZ8KpkV|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwXHO_TJcNwnr0OuT1Ja-XA6HPGtpyG6V5Xfc4U7j801LOaAm9z05VJld-lZWHwiXmffrTNhFUob_Je3mRurG5ECgQP5cDfbneXvStErVDEAJCJ40T7fYXiAmpd0W04xGe2QaLFvQ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwMocROoNwUpCZbIwthrYUtRYmVX2gsrDmApMkx5W3BZRa_JpYYO_UQK8eX2sLo41uEfjdkhbojsN42A52iTXoQZabzBq_w6MGSAjUhPt8sRv1nUcRa9d88Vk4QPR2QlJVxnb3I|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzr1tQ9rZ1ElSljksQeb-8MA3ctYHLE3j49n84oB3tkgGNOlLAl0LAEQ_nao-GqVfBViwE_-AnziFJhOxh_gb3589Yg2CUv4A1yepfgVfh4TkPjsfie9ACR4QjLwbDM0s3RRAYW|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxq6NWna032ntbfXOZEQVB7PqnAS_h8j8RS5pXzoZvsBsxkWuD5NAkYmFSZ9xFpBA4PU02p6ZRVRY5mnV4HVuDBEJchX2F1H8M87GbP-bHz7YhVNmoh0olICsi2WpAZhIUy4nGX|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyB-06MCuhWnJCMNx-yrAcTUmd_qe1Uhm4je259n3D-5n8W5dQlsOTYqcHd-C3A7CLBWMHwQzjXRvISW42cuzLt8KQygWORrc1OwVpdMJ8KSmcC3NaMLL0BBSKkRGSVQWt0Tm7k6w|https://lh3.googleusercontent.com/p/AF1QipMikB53DHLEBjIk7HcnKTRSnvUsm6fYOa1Lr3Lz,N/A,Manila wellness therapy 100% femme,"résidence ennakhil, 29 angle amira aicha et mde, Av. Mohamed Diouri, Kénitra 14000",N/A,"4,9",0649-338683
https://lh3.googleusercontent.com/p/AF1QipMGOcbGa3DoWPJkrMNp8w5_WRr_2QxvO8yqY9Ta,https://lh3.googleusercontent.com/p/AF1QipMGOcbGa3DoWPJkrMNp8w5_WRr_2QxvO8yqY9Ta|https://lh3.googleusercontent.com/p/AF1QipMgSpS-96FExh8nwdrENqVk4h5Uvm1k7tqCsZiU|https://lh3.googleusercontent.com/p/AF1QipO8c3l7iUdk9-mtMtJ7_PC_PLrGdLiLcyQDoSVk|https://lh3.googleusercontent.com/p/AF1QipM2fKsGt1RwVBNTELzMLtAzoGv-fXYQuA_DXlQP|https://lh3.googleusercontent.com/p/AF1QipMrz5JUQodFk8fiKZWlXgZUhrfMVuz8Gwx-IYw8|https://lh3.googleusercontent.com/p/AF1QipMVfZZ066UG4DCvJd-P6Ih2-9ohzTcdfADTsXeW|https://lh3.googleusercontent.com/p/AF1QipOgyMWw90EEIp4nsrnm2xDMesbeKUKvJ0-xDmri|https://lh3.googleusercontent.com/p/AF1QipPX2fb9isCbCvFlivUD33jFhvLsHtXLx5imyI0q|https://lh3.googleusercontent.com/p/AF1QipOygOCyr4XPUl1E6nrhv2KnKVhezbozFy5cgctE|https://lh3.googleusercontent.com/p/AF1QipM8fAEf1FoVo5cLexeDlCPtXY7KX-u70krmUYRO|https://lh3.googleusercontent.com/p/AF1QipOblRaP33yQ_Oqefabz6iICzjuBlJhYyNgCRQFl|https://lh3.googleusercontent.com/p/AF1QipOmNfNTAjnuNF0jzBHEJKClgn41VuClf9s4Kutb|https://lh3.googleusercontent.com/p/AF1QipNXvUOT5d4sWpjGLK7W7Gp4Mxe8OTPQ0tA0p_jQ|https://lh3.googleusercontent.com/p/AF1QipOA9p_oEJSsgkkLFbvdl8GsHH1Q6y6v7tMgrXtp|https://lh3.googleusercontent.com/p/AF1QipPslQ3-AEbwdVTASlnfq7-nuCeusmznI9NtPYRI,https://instagram.com/signature_by_leila_spa?igshid=YmMyMTA2M2Y=,Signature By leila & Spa,"bureau 4, 7C44+8R5 résidence Palace Mimosa, Av. Mohamed El Qori, Kénitra",N/A,"4,2",05373-71039
https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzljpxl-X9Fu5SW2mcMPm6Cu7Q0KENmvEVmjl5j_brkkUaVyw61zGuoKzbCu_qKNRUdXTPI3BerjcY69Fz6fs2Xn19Dj6lZoMawEd147Q31UujaAKrwUIOO4xlSZh-SrrvVwjH0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzljpxl-X9Fu5SW2mcMPm6Cu7Q0KENmvEVmjl5j_brkkUaVyw61zGuoKzbCu_qKNRUdXTPI3BerjcY69Fz6fs2Xn19Dj6lZoMawEd147Q31UujaAKrwUIOO4xlSZh-SrrvVwjH0|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzLAbyf4gV7d4K54j88d7jYQiseIAMN_pCrTXTKBhb1RL9ribUevbOvyGajCgEkQjk2jVkJ0iusog7Whb0EGa_vM3vLIu6PEHAryMhoqt5ZwFzNq3wr9ASIoqsrTP2AEWfGTVF1|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxk4PpDO6Sn_zwi0sjheTchVpPHdrdNw8qUpJSDotR9I2ISEFZvq-c9zp7YH65hAbIc6H77exFJSamQHRSIdVTCTH3j8wSlLe6YNuNONg8v48GsM63EDBAUF_KaoTlTJ2pxwuCTRw|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw0cpcTg6DEEVxT4IB_EcJsD9sr_8V17Yr8qO-A_PLAvqZ1_OM2ep3sKB-pPKN9exERzxml4o_nkkZMCSK_EjnuCg-5kZFflJaiMk89cvWvPSORt3YIadZiuQaFpphIRhMEhFu69w|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxu457vEDjAEOrwmvdoidyp6CjzTHgs-B-CBD6xZm0mm5B0AGD5WnqCI-aMmFxMwZZm89Eed9_-rwLl6NAqVDUegANLixd_Aiu7KidUucj64yEYAPbZm9qUzLXY3ponQLEDBhEo|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz446us-QCwwa8Aw-O4_nOuo80v3XwiohBbBu66aIxOrB59v7i3a3h3C_hZjyXRl3RtGAs1wGiTOSvo_nLkrec-N78nHL_BvG6D8aYrVrx8g1mshTTSPVfv1AmtOsmXiCjZuJPoVQ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy8a1UuhiqlJm3U2CtDio8pJkJGBH1g8Bjg4JOvnYQ-rn9H5B_dRwQ6x4C7pGTwV7CpF6Z183B-6oyVQGdN1pVOfF0TNhtb4wa4Ckmb7LfGSIJdUeNlVWOPn20FMnsu3_TRKMWh|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy3Lm5yfGGGG-Nqx4c77AElHnZNQ9-gEZI-yalrqq4NNqIO63UrMSMZGWzMQ54cV_oq9ObIBCSx080_gfdVJiEHawVmOHbfFoYDF6h8_qMwWU0J3YPzWK2ca4RlPqZf_fxz8chz,https://www.instagram.com/spa.safaa/,Spa Safaa,"797F+Q8H, Kénitra",N/A,"4,1",05373-50885
