image,images,website,title,location,description,rating,phone
https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwFgqY2yPTOTcwpAp_qEYia6txLCZ0f27t-62dqgF66emiIJGXX-pusqTdnc6CvMxTn-UOVfbWk2rKE7brPoJWPWTa5C6qtNT9KVZN0r3kxk6t_me1_cR_rnvXaZ2QksnqL_oYpEw,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwFgqY2yPTOTcwpAp_qEYia6txLCZ0f27t-62dqgF66emiIJGXX-pusqTdnc6CvMxTn-UOVfbWk2rKE7brPoJWPWTa5C6qtNT9KVZN0r3kxk6t_me1_cR_rnvXaZ2QksnqL_oYpEw|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwJFTOOz6Ouj2Pe7VjUXXl4Ra0MgKkSJUYQLvuORRzdqQ417yn6JwEyMIloC5YYrjBTZbjSAAoIpytUYo1ZmzVpZ5llgdz2AhVp0MyIJ1X7wHiXWFYaSa-G5owtA74zkCNEMJMC|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy71yneJ2oo2SS3GLbmt9qlGqPHb6wx-GhiXMgGFfh8luPi9ANfQiOBc-K_uZtKfdlAvRPmQhWLsxfqrDCCzieKJYn5GAg-B5xlOskdDiEj5V9EIQYPeE5Le5NukcRsSi6mINBk|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzpWD66DhAAlMmT7a03erdQIlC_OC4BtoLMYZV7J1qkgtVrO8nrxHz_3d3EkuXa4dnJGTFSlyYrVetlBGG_DXiepk_xOq4Wz9CtKkh2oQabLu-buLw1ZCghi6Fe3ZJuQm7IyqE_Ew|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxhums1zJEhiHql1FN_ooaaVW4t5cOnIBtM_TxVB9907dAR2Lpfl3n-BrYbN9BasllKOG2OPw_LgjV3Exd_ydp5T0aAKkkejBDVhuG0-_cf5UvDrLGUMVQy8O-Sq8N-CgMGJQWq|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz2KSthD8VN1mkyGt48_yZRgsiRk2ZAiOEz4y7amjfAM_24yMBuuPx_iddBdZ4zJjX66yZ2CeRVv0DZ7RXFiAzrsVb846diVD9g67PDRHFwDcAn4Agn25xQoMhC3eFzyVEWo0an|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzoiIqzFHiiTK8RvE2KXOSO8cWc6ANdTMQHdVzV1KiIGCD69ujdvOcwFi66OKkI-JKlVeukfdW_Brlk7pcsO6C8aeJMFKxDHroS6OzOtBihmArGxwId3ysBC2i3RZC-XQ7JRt8|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzigySnCrs0fr5aa13QRmZ40rQqjyleRqRfe-Ut3nMhrJVpALqeQwoOPT2jhNdhgQbzu8Ej-ydJAy-BS8_3a7JPNAkbO5EretGcviGneg2FoXDLv2XudX3FImJczANUlGU_sSzwug|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwqIbD5vNxSzQYwNClqNehEWpcnZD-Yl3XJ2634oz398dy3OhmEBodw-9d8VUF03OmKg8kkVuECuYNk4asNoYIifiPZq_MoSw25qHy5wtPDEuCNpbPFcC-BAkTsSMfKP8K2ZNsL|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz8GRIoCWJgj7kVd19DPGmfKWTsAM0zhSQCw_QT5WdD2HZIqOQKq_k1tQ9AWXjjO32Pmb4qhuG6u7kNNURkmmqFTcDuEVHVVWuq-55mtVCnJTNh5UPvOk8HRAiO14IsRtWpqRNr|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSylDAtCgNJN6G7RyhHSAREoflcnUXVJGRihaQ5_Sjv74YC8jweZg58j4P6FfAmx48hoF2GSn_kRqYiuSIcIFzKChjU2WgxP6koiljkxs35jKAlxTIWTdkvYwmnQsrYKZcmBCOJ8|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzNsBs5ucGTySic3m9mM_r1SFGxse0eKbbKsQu_CsqNgzXevoBpURc-4-Wq_kb_Wiv0rP6c-h_lqN-UdEn2qlQUVuJBu6tcJsYzbZ82b_3kLZ1cZ6C3ev-_3OPK71cy9HjlJf14|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz-bfjxjlSlj878tsSQpCKC5jbbVlk4CYKaAfWcIr453D0lNNC5tSxb637P93y4NxnA7An1AX6W3if4G2tPaiaqhzN5vc8d1mpCSol69c6NSA8mp1vp1VWT0gfk_TLBTVGYbE55|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyAw2_nho3odV687B8Xq4Ir_II5l2GlcurRxUA2Bxn3HW722PW6hOCj9w8rl-ZZ5F4qWFHH153trCi_k2HxdwTLWZVK5hSBYU7TPTWa988DybX4gxfk5rdA9qBd4YC6c13kGrhWXQ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyPsmHfviduq7wZFQ4XH13amL86OtRUiJr5o1o4iMR0SrKon0bUsCDis-NK7Y5fELkts0iyFjYobGTlAzwN28XwCLvGhsinRvSnznAVYu97ebNzhv93vGZU1txCT7mro_ObEhG8TQ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz_li-pyaxiLl8W3qfF2F3oefWtEbj0ibzmmxYb6SbffFEmV_QFueZtOzCUHdyc-kmjqz5ywwvWHnfKypNQC7BpigWK-fkHnn9KYtbb-X1RyBQBDaXu_d3-p63QOan_blRF1DTC|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzwuiUZm4LKOyddrhVz2dAJDSUZ-f9hIOrknYfu4CfG7DBNhLKARpp9FDkpR5WyBnsUU5WXGA9lXAEbrZQa-SDhMOxC0qXGn9Bammz3N5WrwviRKEe2VUW6_dWiL1DeTCpIeQw|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxBRFzQ_Ti43cve0feTjPnirsVuWEr-3PysYCBdt9NRlVxvSjPNynFUEd9P4O_D72f2Nh68P6IaKIlH9qywLS6CH0gYQ4ancO55wQxFQLrWaJ88k2qyX5KVktNYv28SWXN24Dvg|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxKtppUg1eJOw_SGL6pqDHycEUbPBAUhPXvg-tiwDG5KXJrkuux9ztQwZBoy3NReR6a9K-5M28rqJMplK2atyMmWk6v1eVcgeOUnfdY0h7QIQ39dmoD8lsG4JZ1JGOSQn3Jy4zYIg|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwY4Bb-RHBudkf9OOigHPHswBxN1LO2-Sw_q90D7oTnbDxEQI48Vf2AKCgag_MR5VnAeJh7SIIb1O7yHOs492iJNcy2mYWsGAAvJr6Jb_eY-lP9ljF16esxwLQN7gt1FIUnQ3VK,https://www.instagram.com/mimosaspakenitra/profilecard/?igsh=NGRjeml0dGZobmNn,"Mimosa : Salon, Hammam & Spa","7C34+3QM, Kénitra",N/A,"3,6",0530-174402
https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxISnn2qtEAohZsw1YvDGbtpcAl51z3W2vYjA_dL9kW-USJ7pG0twoiJdxTmkHT8_x8iFHAjju0IZHo6IDj5DoWGicHH1xTk3hnP3ajI2Ne0KivkKsW2y-Q3ziP7Gvbw8lRUwzt,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxISnn2qtEAohZsw1YvDGbtpcAl51z3W2vYjA_dL9kW-USJ7pG0twoiJdxTmkHT8_x8iFHAjju0IZHo6IDj5DoWGicHH1xTk3hnP3ajI2Ne0KivkKsW2y-Q3ziP7Gvbw8lRUwzt|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwOzfWAZiL63KTPqliz7QwbTi3IFd_U0mx7tqsvCu8BaioU-qVDm8kmktlIwCLheH2uBdV4AD1YmLrnN-pBvbWczeA-xq8_U-9iWTiXWRX6CmL-MhbFS8KkRgZL8lMwhpxkAT32,N/A,Hammam Amina,"799M+8F5, Kénitra",N/A,"4,2",N/A
https://lh3.googleusercontent.com/p/AF1QipNNE-1NNvVhVEHdbWdwF5DrvXwaUV5NI1Z83vYa,https://lh3.googleusercontent.com/p/AF1QipNNE-1NNvVhVEHdbWdwF5DrvXwaUV5NI1Z83vYa|https://lh3.googleusercontent.com/p/AF1QipOrViG0K5oLopUg5akZB7H-hoG0znx7UItZrF76|https://lh3.googleusercontent.com/p/AF1QipM1xpUEIex6mOuhG5eXyBXo922MJm_8mjSgrX78|https://lh3.googleusercontent.com/p/AF1QipOwW9qacv3dQYeVZMBOr9JvjRDuWAqaE-yU9NU7|https://lh3.googleusercontent.com/p/AF1QipMm0AvO7WwSPNLEbNh2KHX1Y3dTUj2Z7tYHqfwU|https://lh3.googleusercontent.com/p/AF1QipP-reVCrGJYsjlOKhnopMyHtuLk8ynl5DOtt5yz|https://lh3.googleusercontent.com/p/AF1QipNFF05mk-I2LCWplrhx_IsYAJsHyuZuSMo-9ilW|https://lh3.googleusercontent.com/p/AF1QipN8XQ23GVzkjAIsSCmTA_XMcMWpylWt32GoNRFo,https://www.rahatime.net/,RAHA TIME MASSAGE & SPA,"56 Rue Salah Eddine, Kénitra 14000",N/A,"5,0",0638-820405
https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw3TJPlTYx_3FZEwPqmARxeO4knR69Pw-3pZaGmWcYcIlzpvqSMLpn51NEfb7C-yEBw5Sk-oR0Jg6WJkekduWUtl4YUnANlQ7O95QA5D-WA6cyLB1WBjApOBk3CaY9R00dNLweEWYzAvbk,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw3TJPlTYx_3FZEwPqmARxeO4knR69Pw-3pZaGmWcYcIlzpvqSMLpn51NEfb7C-yEBw5Sk-oR0Jg6WJkekduWUtl4YUnANlQ7O95QA5D-WA6cyLB1WBjApOBk3CaY9R00dNLweEWYzAvbk|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyzx151ODgD0EEtrXsKh_-HhM4ue6PBXxxOSFesNK-N7z85uw72BiwvRkGlhb9A3-hIwYM3U3J5ByAYHAn39j3SyyTCUJfxzrvGPFi1fEpvJ6Px4WobEmLvOMKqR650SmlNLzDS|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzoDivb0QsCXnCLpWuw7F3Ktpcdm92iJUjt5xOItNA0WZ4Ji4_qWpYtxEDFAg2z8dnqVpkH8ypilQAsAPAw-bdX9pIwqcieIDQTXXva-XyKptTAw3poS0dabHoEhb7yyWvZLXsZ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwcHxGykLhZPRR7KW7WjQE8MZsoRPujJjUU_KDxEqaA8GHpWRVhVWrCQGi6Yq71HLI9uyNZtkEYQ6x29oUTAw-apuuVxh2zep1uQSLG9xKHW71_ds6LkcR6T6bYiJ20beH1bCh4|https://lh3.googleusercontent.com/p/AF1QipOe-_yySpWbXCxNWNqYKIwrq6J9WqSVvR8hNYC9,https://www.instagram.com/khaoula_beauty_salon?igsh=MW5pem1hcmRhdGxzdQ==&utm_source=qr,Khaoula beauty salon,"Angle Saad zaghloul, Rue Ibn Battouta, Kénitra 14000",S'identifie comme géré par une femme,"4,7",0719-353765
https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzg3QBX-Rqn0CJ3yfrpS7RPD89c1kspRXcLsptGTwk20XlL-TU8yXZ4hAn5yabRXfZ7vF8jmIe9GFKxYxWF-xkiPm0gBxCxXLpYUDO24WoYjTXyZTYjSVNqbrx_PFyPbt7--0Q,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzg3QBX-Rqn0CJ3yfrpS7RPD89c1kspRXcLsptGTwk20XlL-TU8yXZ4hAn5yabRXfZ7vF8jmIe9GFKxYxWF-xkiPm0gBxCxXLpYUDO24WoYjTXyZTYjSVNqbrx_PFyPbt7--0Q,N/A,chicas kenitra,"799X+74G, Avenue Azharoun, Kénitra",N/A,"3,0",N/A
https://lh3.googleusercontent.com/p/AF1QipOyHa-pmohidyHUVfRu8evs-jqTLMD8Cax2rt_v,https://lh3.googleusercontent.com/p/AF1QipOyHa-pmohidyHUVfRu8evs-jqTLMD8Cax2rt_v|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwwg5wyiU4hSkFyiqMTg-SXyvoE4oBDUJU03lOXbcZcFUcKNkBfpjMKQ05uOqFESD3e2q8EnTIWkcZf_bxYdZIZrFS04T0Z1JRJh3jXi3BrnN3oAw-kC46fBx1x6F4nLaMUCJFC|https://lh3.googleusercontent.com/p/AF1QipNgzfPUp3zqOprB6yxbUtYHk5Nwxj5ExXnX3PL4|https://lh3.googleusercontent.com/p/AF1QipMHYTgKhBEgN_73MhDyfpPfxfdibSKykDd8XsnF|https://lh3.googleusercontent.com/p/AF1QipMMHN7sYLRNdYvD0lx587nIQDEPXpRmGy167m2G|https://lh3.googleusercontent.com/p/AF1QipNygoZ0KtGPif2F39ycC-ZdZj6A75cv6wQG7w2D|https://lh3.googleusercontent.com/p/AF1QipMzg9hU7IQyYui8Mau0M1WB749D6gCfsBUfNOTj|https://lh3.googleusercontent.com/p/AF1QipOHXydBmCp2cySIoYme8my5JbjiWWqVc0f8cPiB|https://lh3.googleusercontent.com/p/AF1QipP3iNsARh-Y3gL1yeNA2FJmm1dleiZvBL0dYILB,N/A,Natur’elle,"résidence salma, 63 Rue Loubnane, Kénitra 14000",N/A,"2,8",05373-94035
