images,website,image,description,title,phone,location,rating
https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxzNwKJEfhxxRXN9EgVd0_t58aifg970-OCB1cboXgYEblNQYfss_8TRuj5muoRv7Oy6EtZtlFYrJXWGR94VGOdR1hYkIG7aTLzy9CyIWf2GWyKd-P_a-9531yREuV0077aJXLTDw|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxLWNZ5z0BGodWBUmKLzbjQJX4-R8U7phbCP4vg3WTDWW_H46IhHxEWxj4Ysfr5p1hMbs2_aDxOpW6i-B_bwXgRIf4UYZd-TZtdhRxlKK8euCOCRq6JQCv1SAX3r-4dXmbz46gb|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyj38C3m3q6M5pxVQ9uEBL5QGmKr_bt3wX1PLbeUEN9Q7lyATYSOWUBXoO3Qu3V6RC5sAw3uuSXtrsXxvsiYdEwyZyXHX-hrU35p-ItRil3hBcaqS6Neh3AkPaRkausUm3_iAw|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyQmlQvx_7XUbHFQubpiljXURaaWgKQ_GhxuzS8DERFHe3dxCLZecRlAdaPcYYvkgrJgpjeojZcgQphcQqrQTHu64bcOkrAWPsPHU6NmvW53Vg9gz201DDYc6M0ix003dD2H8_wQA|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzeU1VPzyLfEe4rCndllkS-4ANB4D_Ve4MIlYHjaUP0AW6giOMs675ghVBVzfs81bOIqHWjjg306FIDPacptWFp81TxV-H3aCzs2mcsrA8YKf8XF7e8Z-9wTaCtokKAviqyzQIL|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwipj6NZO4GT3durcZm0BON12xj5POmCQtkWvjoY7p6cCqMuwBvTP5SCj0Dw1vTinUEEXiBv0VvVSZZoZwp30LrPgy9-o9mMxK9c5CT8DNNUSvE7sSEROqAir5g2y0tM5YA_URT|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyxcHf2vju3tfT22UvjH1FvjXkq7sn1xn-dm7Xsp2Q3sJ06wjFXMl3Gnxx2OtSFj0p0eC43asdcqUV8gNoD4AjWHg0G9IbixOGImyug0UhE_M7jg_IhfkgOazBASr0KB65ihVmavQ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzs7OacQcIB3mKz9rYX89CNc8SF63GbnWCY-F3FZQN0P3VHTS5VECPQXkwCEzjI6d9sF7sU_EEQdT86zcI8tCve0kXLjxp9CLcuCfUxPDvied-yjyV3AeY3A-bY8DRHp8I2aYEk7Q,http://sdkspa.com/,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxzNwKJEfhxxRXN9EgVd0_t58aifg970-OCB1cboXgYEblNQYfss_8TRuj5muoRv7Oy6EtZtlFYrJXWGR94VGOdR1hYkIG7aTLzy9CyIWf2GWyKd-P_a-9531yREuV0077aJXLTDw,N/A,Fouzia Beauty & Spa,0636-773737,"53GC+8XG, Nador","3,3"
,http://sdkspa.com/,N/A,N/A,O'Natur'elle,0634-333650,"53JG+75W, Nador",N/A
https://lh3.googleusercontent.com/p/AF1QipPTaLF3h9k47LCefLwt2vb3zFGRuQcyrb_UaNU6,http://sdkspa.com/,https://lh3.googleusercontent.com/p/AF1QipPTaLF3h9k47LCefLwt2vb3zFGRuQcyrb_UaNU6,N/A,Centre Beauté Luxe,0767-514048,N/A,N/A
,http://sdkspa.com/,N/A,N/A,Spa,05363-28588,"1 Avenue Ibn Tachfine, Nador 62000",N/A
https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzy4tBkmJsG2c_XTXDpt4XMdp5H2Yc3bDKGFZy6Q1wc3Bw9ctLFCvqidgUMfHjgChvXOjuta1wMGj-rA-3E4KH3DrbpCHejZ6edRHEiDsisAGVlQnTcrdcXN_bynHGoxo8C3mcJnb33f8qH|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxEt645f7Otk8b8gIv-vt8sYV7FLRiotheVTYw6aEPFwqK_upnsD3UxoBjE7hmBJtcMjhhnUY7qKYUYYPVwGPPPeTotVHBYwq5VSNAHp34X7NZvJmHN9gQGJVps3-I7zUN5GULPvw|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxZSzk5A6zNmZ2ow0bjoztirZbLmO063acX4zbjsuJxY5sTp-EAt_YAWZnyQ0kXv0taZWr3NS3MJmI9SiIxkEgMYBnm0xDgYSSpbRuYMaUR9nF1KKg3hrJ9nD54VxEbZ_95qYmwVA|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyiEC8mKoI8Rt2rCoInRofuyzlW7MeZJbCJ7DVO8E4aFj5eXZE9-St9WdmziOT0D5DTfzUNbmRqpw06gcJJZLOuaSYwGaBD32yl6uTSo_cxN0rxCS-aqTbx5iehqSmun2ux8Bbw|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyekpbGim40aXVf-EdfpOTSvGnVFFXpfswVIypk_cKxLno3l1x64OfJktGGPOTR6vqjwvPbdHT11gmByE0wWpcatQHUpRPpG0n0DIQ4ypYU_IQOSjp-kpIOj4CtdzDk8YPgGojh,http://sdkspa.com/,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzy4tBkmJsG2c_XTXDpt4XMdp5H2Yc3bDKGFZy6Q1wc3Bw9ctLFCvqidgUMfHjgChvXOjuta1wMGj-rA-3E4KH3DrbpCHejZ6edRHEiDsisAGVlQnTcrdcXN_bynHGoxo8C3mcJnb33f8qH,N/A,Eden Fitness Nador,05363-80302,"533F+Q3G, Nador","4,2"
https://lh3.googleusercontent.com/p/AF1QipNYiR_yyGMgTvbp8rLPwiFGcdFfyRtQR3eng1cb|https://lh3.googleusercontent.com/p/AF1QipPCEp-_G9a1DJ-gNnQGjsrREvv88P0rrUUWKtY1|https://lh3.googleusercontent.com/p/AF1QipOesZ6a4eP6rCafQz458qxOuxHL1QpUfA1n8nmB|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz7bZXGjEXaGq4NmWD8cnumIYlRopLO1JOafq87zOJ4cOjumw8aGx5Sj67rJEfMeJ6KPcsgDB6f8Tp0Bu3OIFXohM5Id13u6-4bvw2d9CgfnSc6t9Tz8j8GRdB-Adc21-HTsDd8Lw|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxDt1kCpJVa_9TrSFpLkFBpausODW8RCadt5vKwFsKDcNr39RP91oovMDSHNUKXedValibRWGirzgcGvzj7k1OFyaWJfa5t091HqdmKHQlClk1dZCD5rHJsnvdNXWKxqlAv6p-8P5xX4RY|https://lh3.googleusercontent.com/p/AF1QipNm_BtQWIImHayu5U0Ijz_M-QFIrya6sGD9z8le|https://lh3.googleusercontent.com/p/AF1QipNab-VzaNXZYPg_P0XebwItRuTCbMvk9-LlF5SK|https://lh3.googleusercontent.com/p/AF1QipMKlKFuNo8NDgqJn1BNhd47Ad-zpXIcQSAT46vP|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwnVdOK9WDQgAmtsA7oDDDB1iDWE7MUlEbdfftsWScF4Ky6KZggTlasblDo-T12UoJ3jCKl3blHBjABdRBRLHBCJmJ42AAJbGKe-y6S5u8IzJq2fiy4tWR1Bgon-tJrtmpi8YCvdXDeEKZY|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxnoby7oof5c88O1ABD1c3nHmtgnQVj6iqLU43ITDnsdAKAp0YKhi1j95uX74B9WpI6Me5Ix0INNwQhkGPyVDFdUuWmyOZeJO5D4EGj9k9NQ0AfK0UJLbv7M5PY55yS2GkcBi5GZw|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx_pogCUewV2y95yOzxfsfytp4lYSwklv74DM4307Os_oIL0sOpg3tgC7ssFccPGkRIS8u0DeCgFV-lA8jF78hdNt7smUDJ9m8s7wlB7sRbMSNk1tgmc8BrChrT3fU68GC-eBBw|https://lh3.googleusercontent.com/p/AF1QipORRdN6sz05WesL9b4PwLKCRRfALji9KDITDO19|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw2-FT1heXn9aVrgkSnQqjLouv3O72kfyED9jGLitks5MJ-v81hSk6hNl3u1HOirbpQYqq0iu9SToDzi2Ygjc41og94iEEHs3UJ_PhbqwXT6bEpaLRxmQw9WVyx2bEXyfFopN0B|https://lh3.googleusercontent.com/p/AF1QipMgt9I1WzpBABLQdwbqOIT26fK-y3CsscKxJs5n|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy7vYwB-hK-k7igd6nLQ0WYle1bMiNjbQwqTbx62oWUJJ6iLnSESXQGXNfjaO6elSZRBPgD06EBiC2VTzDYuHHbz8OJtr3fqlxnzOWPnJrryR3pUQAJ4hEIMkmTAwePzz7d1VMQ1w|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzz96_JWmWSTo55c4OR5OgZMQZ-IOmpNcyWKKcX7S2vC84lUD919ze-ABQ43xAC20Xe3G4a4cdRcYeKj0KxdmtPud8kntKrsVdr9OaCchGSV-cmG2B7rLJQI7GqeggXhmGDW3z9urTGdU3h|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyRaP3Q0V9HOzv0bLxftqk7pN_buNl0Q9G-tI6TuUfXcayDGxVndv3hymIEtiRHv8Y8_lLkj48AawiIeymTzUlEgMicqAbPjwXhgRMvp-OGGBToemrYsRjwkQxG8lMih0pNCY4hKGdljRA|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzeAM0HdD_CBRPEvXYDBpSIh22KuCOgU0uCOqFKn0pw8itGw_NWKxGzE1MAEkgTl-jwoVx8h1yfAOPylO6cM5MGDcEZCvEL5muYLBzXeNNQ2DGFLYN11vYESqggo4lyN-3qnEjxqEMAJBw,http://sdkspa.com/,https://lh3.googleusercontent.com/p/AF1QipNYiR_yyGMgTvbp8rLPwiFGcdFfyRtQR3eng1cb,N/A,Nissmo Beauty Room,0667-581427,"30 rue 4, Av. ABDELKARIM ELKHATTABI, Nador 26000","4,6"
https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw-qCciUEluFRAEwIfjLl9uLfQ-khw6m5QMfow1nNfecXRJETe0e5LltwZgu5V8A2twXmIygwJJcOezFRMSk92kc_uzTZoG-x6uyjMr3SUvvX__uJf4lo9KVl0RaFwgxQxa5eyU|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzTpsitUvVmifuANBwRV_5WEymDgcx9szkBnC-RfarMh4ZYZwvf2xInQrgClQLaYvw0Bg6TbSZS3oXkZCyLkrpbvw-RGCJLJuqkVHBJyun9nK1kgik-UpuJEh2NQV6BUrXZof1T,http://sdkspa.com/,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw-qCciUEluFRAEwIfjLl9uLfQ-khw6m5QMfow1nNfecXRJETe0e5LltwZgu5V8A2twXmIygwJJcOezFRMSk92kc_uzTZoG-x6uyjMr3SUvvX__uJf4lo9KVl0RaFwgxQxa5eyU,N/A,Hammam Achikh,N/A,"53H9+3JM Quartier Civil, Av. Tanger, Nador","4,3"
https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzYgnmKE4kMLVhaxDjHxI965seA6yRGfElgMLNoeMjJQggWKPexP-Q-2dXsjh3j88SKn1fHmilGO3Nj3iWwkitJbYenlW9OVK7EP4dsafYKdJDx_w-G3LY0WUgnR_8v8ayGtNs|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwtjQnBQz_8vdzCx1te2TnJ-tX-dGhvUrsm3uCszC7SJmTyyyEVwxpu6N1cDaVQkDlY-x65ktZ9O4RVx52QzdP6ujZBJXmIAb0-zVSdhlUn4uNczUk2Hm2uMTk7E_TNgTVQx4JLVg|https://lh3.googleusercontent.com/p/AF1QipOzZ3h3bAN6g_MO_SHUnrKofNY6FWyX47GsOQiw|https://lh3.googleusercontent.com/p/AF1QipP3yVzEjJT2GhCfklyFQnO5UwhlzQZJEYnXuk4g|https://lh3.googleusercontent.com/p/AF1QipNPBF2M7w1XJZVeJ3DKCvd1PajsVpRJyp8M-1ru|https://lh3.googleusercontent.com/p/AF1QipOXUFxibHF_sDpLPWXVpcJvaGS5YeCecrVmIRfQ|https://lh3.googleusercontent.com/p/AF1QipMxfZ3yTCiTUkmwFhSBSJ7ffS0FMr7VyjG7Xnqu|https://lh3.googleusercontent.com/p/AF1QipPBIuxByX2rHwUCITCFHdYsHxBl29muXamkQOGv|https://lh3.googleusercontent.com/p/AF1QipNAs0FcZGcISZQr5PkzRNIwiZffHI6M1eYchB6Z,http://sdkspa.com/,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzYgnmKE4kMLVhaxDjHxI965seA6yRGfElgMLNoeMjJQggWKPexP-Q-2dXsjh3j88SKn1fHmilGO3Nj3iWwkitJbYenlW9OVK7EP4dsafYKdJDx_w-G3LY0WUgnR_8v8ayGtNs,N/A,صالون لمسة الجمال,0641-666233,N/A,"5,0"
,http://sdkspa.com/,N/A,N/A,Centre hijama,N/A,"Unnamed Road, Nador","5,0"
https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxk21NRUJi3PHTQX0nDeY6i0x-Ckto46kbkvJVlA6ST0lm4qVIQKe6JZ6plt7kax0gnD2ZnpTmLAc2COetbJOl2Y5oS2qO1MNrWhYu7MgYdAchFnKjeaqJZNU525p2YqEw8s-A|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyuXT2hF7RJmCb9QYf7mSw43bxybR8M2NzR6lUXPmMDBU2vplAv9DbfgU87znloRNV-t8CwCSn5k2gLHtEuC3p5ecMidBl5L9J5tQas2JiAY_F650SSGFDTPCWmW59zrf3OVl0|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwy8GyvRvDLJ_B7va-XwKrQa2EAsaDE3j_IfOAPLfrOcUWa44WI1NAd-C7thqASKEC9iv7T2LL5sUV0IYIrHh2dcKbxw5rSYP8NTsmp_Q5kcw2FK7_cWLbuRnqjVXSgUK82XVg|https://lh3.googleusercontent.com/p/AF1QipNUgyZP2wKafySB6VdwbP31N_Ra3x80dpQ22Bwd|https://lh3.googleusercontent.com/p/AF1QipOOwF_RUEBz2QIBwQGIE743hD7MDFfMLHmGWW7P|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyw1Q6xAKabJErWz_H2oJWkucw7TtlHETOrbqRGbNhXojNYI92agxqbruUiM2fuSKSmWidYwlBBUoH_xBbOl6_GehqF9TpPVYx0uHOg2_ETny_q8HyOVXWZoYMEUxgf1OeCSSiMrw|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwLJmsW9fXy_axXgIbgUYde7xJrcL2XZ6JesjCjJBxB0_SQdBoq61UqbcqvwPxgR0sXyYDkXHpvyM4YixgjVdsJA_8xAGxWBrpudSmh3XYW02FBR7xlZXJBiMeMD-nQ-9Jj0-HkkQ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx54xD78L4ZNOrfEtMYmrvIEghrnZtNyU0ilaRiBoH5qsULEdiEHDvBZ3rTdABmec-YsIyKTDJSwog147MfPqzT1QZsF6Fog3_8GhzacMAA_wIel7ZFRJx4RWQ5LmKg06YnIbLcMQ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxwy4bRaU84rS5K7JwgIOFC5-ps13QvPtGyY4tw6rePWOBQPi_wBiLe8D5W-ZYiRAtbjolscv78l4BtZsrdvfIVSbmFJYrclGg7lRMqb3n3UF5k38oxC7R6UZZggyQZ5cQ7KguzuQ|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwWC0A3mCeJv-HWgT61oM-BVhV94lqOc5w_aGa2p2lk0A5F38JK5n1eKsHA5aBXZ1eP-wNoJT4kig5ClvDCmZ0F2eMRiuJWS1LatsKAbufh0RNmQR0OoIog-u05iS0_nwdu6tWt|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzRTnOsqLsLkr89js9zktmgU7_DJRhCJo_lgi7FtDr438yNpbJaL_Ycr0SGGMLTBbwbByjWogejJdDm2fAO_Zp8w4T1GC3Sp8iNa2Al3Cx6G9dbURjFou0dPBeCQLE3eObfFIhb|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwm40EkhkA9Tyzx8ttvNWPWwV5jCFlrOw0WQfJQqgfe39bGFbQi5_3VtsT-ACPsHNTlNFH9Uav79NbhqfurWgX9iO_huXZT-KrBixjBelF29RfjbOpj9I3D7_4aji1ZWUnmJIk|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyMVHcE5R22_EIju0T-oxRKlACu80GWCU2qVJ7zNNIcLAnbHF0vtRbJXdD7CZrGVX9-0irLmcbYtdIyFBGx9ye9ZR9N-LfxNXSSdsvUDX71xbBh18TXqSn66IrEwVqDlu_lZ4Un|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzXAO-PXsVFuYWjw-j01yBzta5zq4mWHKCo_zcp9q-OzxlLJpeRlAHduvCb4Qrq-8MKlv-DYWlbx0HTcHrpR_ONXy4ipaqjxG5K1gIyZ6Va3X0AjxWPwh6bsoMM0wNrKFobOH0L|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxZ6IRNq2bJ-f4Kh0e4GX1SBTL9EHtGGq6vCM0KojObR77GzaOxHDFytYCTv0XPSuOzFVlGkcy3La2ga5_SNKP1I05Lfqg0sQyx99PK86mFmsZonhcpupipcKiqQAwRMJFY2q3n9w|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyYq0wH8EWR7X-Ogq165u3sc7z4Gs7EEzjKNjkriVDDcA5UTb2zXRTs68mtsFj3EcLBCavGEqdnKtf_DgoJQRAU_MbT1WS26t4kd8IkKobJJ5nvL15QYwYpyPoWZmXd0dHakQ9V|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyZNFjWIINjAkeJsW-1nbjw32iAlQnQX8OPh2thc9qWyNP5PSAN6KLbs9dwte04gDMxI1Kc6Evz7ulDdGUQz5qIzi7AQQ-kmfKH5HknyBPkYk_tRpICu8Zi_qSzIMJoSbeBOR1q|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzjAx8Z8Pf5rA0wEwsTRypNWyPoRogHnWXrtV4xKJjyq__2R4hP_VGgRh8t6hqi_eROpivZ1sFvCRHh6MoeSHKDYA-JR9NFoqGrrhv484P7rwdnc4yhbKcrobRn0U8T2DlnjXKwbA|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSycihynBX7FakByN4XmSicmAcRaqaEbbzH3nQYhyCVRnzc98ww30U5tB1xHBCOznYIvSjKdvNhWdLkClP_Hsb5n4_3Qj37huk8txbSNJeoV9S4atiNMd6Wap4uJcFhkEN-ubJlH|https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy5QGHRuGh5JFkvH6a5tYa28L60QiImi9NoGQWZekqjw1plHZ1039tmWULO0GtsYIhCGsU959DtgqtThHU2ISsagexoGLp0OzCNJOkNkC9Qy6zjVYFtCGRPjAeTGmEOau0nrScK,http://sdkspa.com/,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxk21NRUJi3PHTQX0nDeY6i0x-Ckto46kbkvJVlA6ST0lm4qVIQKe6JZ6plt7kax0gnD2ZnpTmLAc2COetbJOl2Y5oS2qO1MNrWhYu7MgYdAchFnKjeaqJZNU525p2YqEw8s-A,N/A,Hôtel Saja,05363-83939,N/A,"4,5"
,http://sdkspa.com/,N/A,"Heure d'arrivée : 00:00
Heure de départ : 00:00",Apart Hôtel The Happy Lounge,0661-115068,"rue 80 Bd Grand Rif, Nador 62000",N/A
https://lh3.googleusercontent.com/p/AF1QipMIB1BsRL1SZZ4jJdu_eS5bSulkDDyrey9OPp_5|https://lh3.googleusercontent.com/p/AF1QipO1stUCsJNlLaahvyCRUk-tcgRRgLmL0YatyLkO|https://lh3.googleusercontent.com/p/AF1QipNrmCrtKq56H2sY8i8IadmRp6DkbwLJVYFHAi8Y|https://lh3.googleusercontent.com/p/AF1QipP8oTD9-7WF-V9EH4N0kwVzz-Rgc9EXD3LDBGR1|https://lh3.googleusercontent.com/p/AF1QipNu_9D2m1vItHyZTI10v9hRurcEyweV6MMx7HiU|https://lh3.googleusercontent.com/p/AF1QipMPxrcpugLcFyvri-WXw4XSwT7Og9POFbgjxWl0|https://lh3.googleusercontent.com/p/AF1QipMDMZ00-ZtNMrXA0zzxumr24j7bb_rbiRuAU1gT|https://lh3.googleusercontent.com/p/AF1QipPa9KgNBRvzbd5bgwHH3cOeGopnT70rRTwVUN8X|https://lh3.googleusercontent.com/p/AF1QipP3GA7ij_oWCk5VPMZyBjPnqs-gD0QQ5C_VC9s2,http://sdkspa.com/,https://lh3.googleusercontent.com/p/AF1QipMIB1BsRL1SZZ4jJdu_eS5bSulkDDyrey9OPp_5,N/A,Prestigia Clinic and Spa,0532-316579,"Rue de Grenoble, Nador 62000","4,2"
,http://sdkspa.com/,N/A,N/A,حمام نجم المغرب العربي,N/A,"53C9+3F7, Rue ABO EL KASSIM ELCHABBI, Nador","5,0"
